Source,Target,Weight,Type,Source Top Game,Target Top Game,Source Language,Target Language
rkdwl12,2chamcham2,6.0,Directed,Just Chatting,League of Legends,Korean,Korean
rkdwl12,95pingman,13.0,Directed,Just Chatting,Just Chatting,Korean,Korean
rkdwl12,bgirl_0,23.0,Directed,Just Chatting,Just Chatting,Korean,Korean
rkdwl12,box930205,22.0,Directed,Just Chatting,Just Chatting,Korean,Korean
rkdwl12,dkwl025,30.0,Directed,Just Chatting,Just Chatting,Korean,Korean
rkdwl12,gongparipa,13.0,Directed,Just Chatting,Just Chatting,Korean,Korean
rkdwl12,rainblue37,36.0,Directed,Just Chatting,PLAYERUNKNOWN'S BATTLEGROUNDS,Korean,Korean
rkdwl12,som0322,27.0,Directed,Just Chatting,Just Chatting,Korean,Korean
rkdwl12,wkgml,15.0,Directed,Just Chatting,Just Chatting,Korean,Korean
rkdwl12,yeunda,20.0,Directed,Just Chatting,PLAYERUNKNOWN'S BATTLEGROUNDS,Korean,Korean
volibear_oyo,ao_o5,37.0,Directed,Just Chatting,Just Chatting,Korean,Korean
volibear_oyo,baalzebb,18.0,Directed,Just Chatting,League of Legends,Korean,Korean
volibear_oyo,box930205,10.0,Directed,Just Chatting,Just Chatting,Korean,Korean
volibear_oyo,byeongbyeongbyeong,22.0,Directed,Just Chatting,Just Chatting,Korean,Korean
volibear_oyo,faker,16.0,Directed,Just Chatting,League of Legends,Korean,Korean
volibear_oyo,hm716,37.0,Directed,Just Chatting,League of Legends,Korean,Korean
volibear_oyo,jaewon4915,13.0,Directed,Just Chatting,Just Chatting,Korean,Korean
volibear_oyo,lck_korea,18.0,Directed,Just Chatting,League of Legends,Korean,Korean
volibear_oyo,obm1025,28.0,Directed,Just Chatting,Just Chatting,Korean,Korean
volibear_oyo,swon5274,21.0,Directed,Just Chatting,Just Chatting,Korean,Korean
volibear_oyo,tmxk319,27.0,Directed,Just Chatting,League of Legends,Korean,Korean
volibear_oyo,xordn123456,42.0,Directed,Just Chatting,League of Legends,Korean,Korean
wkgml,2chamcham2,19.0,Directed,Just Chatting,League of Legends,Korean,Korean
wkgml,bgirl_0,32.0,Directed,Just Chatting,Just Chatting,Korean,Korean
wkgml,chodan_,35.0,Directed,Just Chatting,Just Chatting,Korean,Korean
wkgml,faker,15.0,Directed,Just Chatting,League of Legends,Korean,Korean
wkgml,gosegugosegu,27.0,Directed,Just Chatting,Just Chatting,Korean,Korean
wkgml,handongsuk,31.0,Directed,Just Chatting,LOST ARK,Korean,Korean
wkgml,jingburger,17.0,Directed,Just Chatting,Just Chatting,Korean,Korean
wkgml,jinu6734,19.0,Directed,Just Chatting,Just Chatting,Korean,Korean
wkgml,kumikomii,18.0,Directed,Just Chatting,Just Chatting,Korean,Korean
wkgml,lck_korea,34.0,Directed,Just Chatting,League of Legends,Korean,Korean
wkgml,magenta62,14.0,Directed,Just Chatting,Just Chatting,Korean,Korean
wkgml,rkdwl12,36.0,Directed,Just Chatting,Just Chatting,Korean,Korean
wkgml,s1032204,12.0,Directed,Just Chatting,Just Chatting,Korean,Korean
wkgml,som0322,28.0,Directed,Just Chatting,Just Chatting,Korean,Korean
wkgml,tmxk319,20.0,Directed,Just Chatting,League of Legends,Korean,Korean
wkgml,woowakgood,28.0,Directed,Just Chatting,Just Chatting,Korean,Korean
wnsldj0610,aba4647,6.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,baalzebb,18.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,byeongbyeongbyeong,27.0,Directed,League of Legends,Just Chatting,Korean,Korean
wnsldj0610,faker,57.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,gongparipa,18.0,Directed,League of Legends,Just Chatting,Korean,Korean
wnsldj0610,hm716,40.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,jaewon4915,16.0,Directed,League of Legends,Just Chatting,Korean,Korean
wnsldj0610,jinjalim,33.0,Directed,League of Legends,Just Chatting,Korean,Korean
wnsldj0610,lck_korea,37.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,liok0485,52.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,pzzzang3,27.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,qcnb123,26.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,quanhaha79,18.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,rainblue37,20.0,Directed,League of Legends,PLAYERUNKNOWN'S BATTLEGROUNDS,Korean,Korean
wnsldj0610,rkdwl12,34.0,Directed,League of Legends,Just Chatting,Korean,Korean
wnsldj0610,slemf4062,14.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,swon5274,43.0,Directed,League of Legends,Just Chatting,Korean,Korean
wnsldj0610,t1_teddy,6.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,tmxk319,20.0,Directed,League of Legends,League of Legends,Korean,Korean
wnsldj0610,volibear_oyo,17.0,Directed,League of Legends,Just Chatting,Korean,Korean
wnsldj0610,wyskah123,24.0,Directed,League of Legends,Just Chatting,Korean,Korean
magenta62,chodan_,14.0,Directed,Just Chatting,Just Chatting,Korean,Korean
magenta62,meowko,35.0,Directed,Just Chatting,Just Chatting,Korean,English
magenta62,som0322,5.0,Directed,Just Chatting,Just Chatting,Korean,Korean
magenta62,woohankyung,39.0,Directed,Just Chatting,Just Chatting,Korean,Korean
chodan_,aba4647,24.0,Directed,Just Chatting,League of Legends,Korean,Korean
chodan_,faker,31.0,Directed,Just Chatting,League of Legends,Korean,Korean
chodan_,lck_korea,22.0,Directed,Just Chatting,League of Legends,Korean,Korean
chodan_,magenta62,19.0,Directed,Just Chatting,Just Chatting,Korean,Korean
chodan_,obm1025,39.0,Directed,Just Chatting,Just Chatting,Korean,Korean
chodan_,tmxk319,20.0,Directed,Just Chatting,League of Legends,Korean,Korean
meowko,amouranth,43.0,Directed,Just Chatting,ASMR,English,English
meowko,blinkx_,17.0,Directed,Just Chatting,Just Chatting,English,English
som0322,ao_o5,22.0,Directed,Just Chatting,Just Chatting,Korean,Korean
som0322,chodan_,13.0,Directed,Just Chatting,Just Chatting,Korean,Korean
som0322,ju10506,32.0,Directed,Just Chatting,Just Chatting,Korean,Korean
som0322,magenta62,28.0,Directed,Just Chatting,Just Chatting,Korean,Korean
som0322,nnabi,10.0,Directed,Just Chatting,Just Chatting,Korean,Korean
som0322,qq102qq,23.0,Directed,Just Chatting,League of Legends,Korean,Korean
som0322,radiyu,34.0,Directed,Just Chatting,Just Chatting,Korean,Korean
woohankyung,berry0314,29.0,Directed,Just Chatting,Just Chatting,Korean,Korean
woohankyung,chodan_,26.0,Directed,Just Chatting,Just Chatting,Korean,Korean
woohankyung,kimgapju,23.0,Directed,Just Chatting,League of Legends,Korean,Korean
woohankyung,magenta62,15.0,Directed,Just Chatting,Just Chatting,Korean,Korean
woohankyung,nnabi,17.0,Directed,Just Chatting,Just Chatting,Korean,Korean
woohankyung,sooflower,31.0,Directed,Just Chatting,Just Chatting,Korean,Korean
woohankyung,sorammmm,25.0,Directed,Just Chatting,League of Legends,Korean,Korean
woohankyung,tmxk319,15.0,Directed,Just Chatting,League of Legends,Korean,Korean
slemf4062,aba4647,25.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,baalzebb,40.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,box930205,19.0,Directed,League of Legends,Just Chatting,Korean,Korean
slemf4062,byeongbyeongbyeong,12.0,Directed,League of Legends,Just Chatting,Korean,Korean
slemf4062,faker,13.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,heyst1000,18.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,hm716,17.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,lck_korea,31.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,lol_ambition,19.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,pzzzang3,11.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,qcnb123,30.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,qq102qq,11.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,ringkyu1123,25.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,riotgames_korea,25.0,Directed,League of Legends,League of Legends: Wild Rift,Korean,Korean
slemf4062,tmxk319,21.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,volibear_oyo,12.0,Directed,League of Legends,Just Chatting,Korean,Korean
slemf4062,wnsldj0610,21.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,xordn123456,10.0,Directed,League of Legends,League of Legends,Korean,Korean
slemf4062,zz5152zz,13.0,Directed,League of Legends,League of Legends,Korean,Korean
box930205,agueppo,9.0,Directed,Just Chatting,Just Chatting,Korean,Korean
box930205,akvl1229,19.0,Directed,Just Chatting,Just Chatting,Korean,Korean
box930205,bgirl_0,28.0,Directed,Just Chatting,Just Chatting,Korean,Korean
box930205,jaewon4915,34.0,Directed,Just Chatting,Just Chatting,Korean,Korean
box930205,lck_korea,14.0,Directed,Just Chatting,League of Legends,Korean,Korean
box930205,mister903,32.0,Directed,Just Chatting,Art,Korean,Korean
box930205,nangodof,25.0,Directed,Just Chatting,Just Chatting,Korean,Korean
box930205,obm1025,13.0,Directed,Just Chatting,Just Chatting,Korean,Korean
box930205,pjs9073,16.0,Directed,Just Chatting,LOST ARK,Korean,Korean
box930205,radiyu,17.0,Directed,Just Chatting,Just Chatting,Korean,Korean
box930205,rainblue37,52.0,Directed,Just Chatting,PLAYERUNKNOWN'S BATTLEGROUNDS,Korean,Korean
box930205,rkdwl12,32.0,Directed,Just Chatting,Just Chatting,Korean,Korean
box930205,wkgml,16.0,Directed,Just Chatting,Just Chatting,Korean,Korean
heyst1000,a60426042,20.0,Directed,League of Legends,League of Legends,Korean,Korean
heyst1000,aba4647,19.0,Directed,League of Legends,League of Legends,Korean,Korean
heyst1000,faker,24.0,Directed,League of Legends,League of Legends,Korean,Korean
heyst1000,gumayusi,27.0,Directed,League of Legends,League of Legends,Korean,Korean
heyst1000,lck_korea,38.0,Directed,League of Legends,League of Legends,Korean,Korean
heyst1000,paka9999,40.0,Directed,League of Legends,League of Legends,Korean,Korean
heyst1000,qcnb123,49.0,Directed,League of Legends,League of Legends,Korean,Korean
heyst1000,t1_keria,38.0,Directed,League of Legends,League of Legends,Korean,Korean
heyst1000,tmxk319,14.0,Directed,League of Legends,League of Legends,Korean,Korean
lol_ambition,aba4647,42.0,Directed,League of Legends,League of Legends,Korean,Korean
lol_ambition,dopa24,49.0,Directed,League of Legends,League of Legends,Korean,Korean
lol_ambition,faker,33.0,Directed,League of Legends,League of Legends,Korean,Korean
lol_ambition,lck_korea,56.0,Directed,League of Legends,League of Legends,Korean,Korean
lol_ambition,paka9999,12.0,Directed,League of Legends,League of Legends,Korean,Korean
lol_ambition,tmxk319,46.0,Directed,League of Legends,League of Legends,Korean,Korean
lol_ambition,zilioner,34.0,Directed,League of Legends,Just Chatting,Korean,Korean
pzzzang3,canna,17.0,Directed,League of Legends,League of Legends,Korean,Korean
pzzzang3,dopa24,22.0,Directed,League of Legends,League of Legends,Korean,Korean
pzzzang3,dzukill,36.0,Directed,League of Legends,League of Legends,Korean,English
pzzzang3,faker,35.0,Directed,League of Legends,League of Legends,Korean,Korean
pzzzang3,lck_korea,22.0,Directed,League of Legends,League of Legends,Korean,Korean
pzzzang3,riotgames,14.0,Directed,League of Legends,League of Legends,Korean,English
pzzzang3,t1_keria,10.0,Directed,League of Legends,League of Legends,Korean,Korean
pzzzang3,t1_teddy,11.0,Directed,League of Legends,League of Legends,Korean,Korean
pzzzang3,tmxk319,11.0,Directed,League of Legends,League of Legends,Korean,Korean
pzzzang3,zed99_lol,28.0,Directed,League of Legends,League of Legends,Korean,Korean
qq102qq,aba4647,22.0,Directed,League of Legends,League of Legends,Korean,Korean
qq102qq,faker,7.0,Directed,League of Legends,League of Legends,Korean,Korean
qq102qq,lck_korea,19.0,Directed,League of Legends,League of Legends,Korean,Korean
qq102qq,paka9999,27.0,Directed,League of Legends,League of Legends,Korean,Korean
qq102qq,qcnb123,26.0,Directed,League of Legends,League of Legends,Korean,Korean
qq102qq,tmxk319,26.0,Directed,League of Legends,League of Legends,Korean,Korean
riotgames_korea,faker,37.0,Directed,League of Legends: Wild Rift,League of Legends,Korean,Korean
riotgames_korea,lck_korea,25.0,Directed,League of Legends: Wild Rift,League of Legends,Korean,Korean
riotgames_korea,riotgames,33.0,Directed,League of Legends: Wild Rift,League of Legends,Korean,English
riotgames_korea,riotgamesru,21.0,Directed,League of Legends: Wild Rift,League of Legends,Korean,Russian
xordn123456,hm716,42.0,Directed,League of Legends,League of Legends,Korean,Korean
xordn123456,jaewon4915,30.0,Directed,League of Legends,Just Chatting,Korean,Korean
xordn123456,jinjalim,39.0,Directed,League of Legends,Just Chatting,Korean,Korean
xordn123456,qcnb123,23.0,Directed,League of Legends,League of Legends,Korean,Korean
xordn123456,rkdwl12,12.0,Directed,League of Legends,Just Chatting,Korean,Korean
xordn123456,swon5274,12.0,Directed,League of Legends,Just Chatting,Korean,Korean
xordn123456,volibear_oyo,18.0,Directed,League of Legends,Just Chatting,Korean,Korean
zz5152zz,aba4647,71.0,Directed,League of Legends,League of Legends,Korean,Korean
zz5152zz,faker,15.0,Directed,League of Legends,League of Legends,Korean,Korean
zz5152zz,gumayusi,21.0,Directed,League of Legends,League of Legends,Korean,Korean
zz5152zz,heyst1000,15.0,Directed,League of Legends,League of Legends,Korean,Korean
zz5152zz,jaewon4915,25.0,Directed,League of Legends,Just Chatting,Korean,Korean
zz5152zz,lck_korea,26.0,Directed,League of Legends,League of Legends,Korean,Korean
zz5152zz,obm1025,12.0,Directed,League of Legends,Just Chatting,Korean,Korean
zz5152zz,paka9999,36.0,Directed,League of Legends,League of Legends,Korean,Korean
zz5152zz,pzzzang3,31.0,Directed,League of Legends,League of Legends,Korean,Korean
zz5152zz,qcnb123,51.0,Directed,League of Legends,League of Legends,Korean,Korean
zz5152zz,qq102qq,19.0,Directed,League of Legends,League of Legends,Korean,Korean
zz5152zz,slemf4062,47.0,Directed,League of Legends,League of Legends,Korean,Korean
zz5152zz,som0322,73.0,Directed,League of Legends,Just Chatting,Korean,Korean
zz5152zz,t1_teddy,55.0,Directed,League of Legends,League of Legends,Korean,Korean
zz5152zz,tmxk319,60.0,Directed,League of Legends,League of Legends,Korean,Korean
handongsuk,aba4647,84.0,Directed,LOST ARK,League of Legends,Korean,Korean
handongsuk,dda_ju,29.0,Directed,LOST ARK,LOST ARK,Korean,Korean
handongsuk,lck_korea,8.0,Directed,LOST ARK,League of Legends,Korean,Korean
handongsuk,nodolly,5.0,Directed,LOST ARK,LOST ARK,Korean,Korean
handongsuk,paka9999,18.0,Directed,LOST ARK,League of Legends,Korean,Korean
handongsuk,pjs9073,40.0,Directed,LOST ARK,LOST ARK,Korean,Korean
handongsuk,t1_keria,20.0,Directed,LOST ARK,League of Legends,Korean,Korean
handongsuk,tmxk319,11.0,Directed,LOST ARK,League of Legends,Korean,Korean
dda_ju,dua3362,22.0,Directed,LOST ARK,LOST ARK,Korean,Korean
dda_ju,faker,9.0,Directed,LOST ARK,League of Legends,Korean,Korean
dda_ju,handongsuk,21.0,Directed,LOST ARK,LOST ARK,Korean,Korean
dda_ju,lck_korea,13.0,Directed,LOST ARK,League of Legends,Korean,Korean
dda_ju,nodolly,14.0,Directed,LOST ARK,LOST ARK,Korean,Korean
dda_ju,obm1025,14.0,Directed,LOST ARK,Just Chatting,Korean,Korean
dda_ju,paka9999,7.0,Directed,LOST ARK,League of Legends,Korean,Korean
dda_ju,tmxk319,37.0,Directed,LOST ARK,League of Legends,Korean,Korean
dda_ju,yd0821,24.0,Directed,LOST ARK,Minecraft,Korean,Korean
dda_ju,zilioner,13.0,Directed,LOST ARK,Just Chatting,Korean,Korean
dua3362,dda_ju,16.0,Directed,LOST ARK,LOST ARK,Korean,Korean
dua3362,inecr7024,12.0,Directed,LOST ARK,League of Legends,Korean,Korean
dua3362,som0322,9.0,Directed,LOST ARK,Just Chatting,Korean,Korean
dua3362,yd0821,35.0,Directed,LOST ARK,Minecraft,Korean,Korean
inecr7024,aba4647,12.0,Directed,League of Legends,League of Legends,Korean,Korean
inecr7024,ailee_official,11.0,Directed,League of Legends,PLAYERUNKNOWN'S BATTLEGROUNDS,Korean,Korean
inecr7024,dda_ju,28.0,Directed,League of Legends,LOST ARK,Korean,Korean
inecr7024,flamekr,14.0,Directed,League of Legends,League of Legends,Korean,Korean
inecr7024,handongsuk,22.0,Directed,League of Legends,LOST ARK,Korean,Korean
inecr7024,hwkang2,12.0,Directed,League of Legends,LOST ARK,Korean,Korean
inecr7024,johnny3047258,28.0,Directed,League of Legends,LOST ARK,Korean,Korean
inecr7024,kato1126,19.0,Directed,League of Legends,LOST ARK,Korean,Korean
inecr7024,lck_korea,9.0,Directed,League of Legends,League of Legends,Korean,Korean
inecr7024,leechunhyang,16.0,Directed,League of Legends,Just Chatting,Korean,Korean
inecr7024,looksam,29.0,Directed,League of Legends,LOST ARK,Korean,Korean
inecr7024,midong1030,14.0,Directed,League of Legends,Just Chatting,Korean,Korean
inecr7024,mlchoins,31.0,Directed,League of Legends,MapleStory,Korean,Korean
inecr7024,necklet880707,18.0,Directed,League of Legends,League of Legends,Korean,Korean
inecr7024,nodolly,13.0,Directed,League of Legends,LOST ARK,Korean,Korean
inecr7024,paka9999,11.0,Directed,League of Legends,League of Legends,Korean,Korean
inecr7024,parkjand,10.0,Directed,League of Legends,Just Chatting,Korean,Korean
inecr7024,pjs9073,24.0,Directed,League of Legends,LOST ARK,Korean,Korean
inecr7024,rkdthdus930,32.0,Directed,League of Legends,League of Legends,Korean,Korean
